{'Stock Ticker': 'LOCM', 'Date': 200802010900, 'Opening Price': 4.19, 'Peak Price': 4.19, 'Lowest Price': 4.19, 'Close Price': 4.19, 'Volume': 885}
{'Stock Ticker': 'AMZN', 'Date': 200802011111, 'Opening Price': 74.39, 'Peak Price': 74.45, 'Lowest Price': 74.37, 'Close Price': 74.44, 'Volume': 19670}
{'Stock Ticker': 'AAPL', 'Date': 200802011112, 'Opening Price': 133.1899, 'Peak Price': 133.39, 'Lowest Price': 133.17, 'Close Price': 133.2, 'Volume': 100335}

{'Stock Ticker': 'LOCM', 'Date': 200802011108, 'Opening Price': 3.9512, 'Peak Price': 3.97, 'Lowest Price': 3.95, 'Close Price': 3.97, 'Volume': 700}
{'Stock Ticker': 'AMZN', 'Date': 200802011111, 'Opening Price': 74.39, 'Peak Price': 74.45, 'Lowest Price': 74.37, 'Close Price': 74.44, 'Volume': 19670}
{'Stock Ticker': 'AAPL', 'Date': 200802011112, 'Opening Price': 133.1899, 'Peak Price': 133.39, 'Lowest Price': 133.17, 'Close Price': 133.2, 'Volume': 100335}

{'Stock Ticker': 'LOCM', 'Date': 200802011107, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.95, 'Close Price': 3.95, 'Volume': 1400}
{'Stock Ticker': 'AMZN', 'Date': 200802011109, 'Opening Price': 74.51, 'Peak Price': 74.57, 'Lowest Price': 74.15, 'Close Price': 74.33, 'Volume': 62027}
{'Stock Ticker': 'AAPL', 'Date': 200802011112, 'Opening Price': 133.1899, 'Peak Price': 133.39, 'Lowest Price': 133.17, 'Close Price': 133.2, 'Volume': 100335}

{'Stock Ticker': 'LOCM', 'Date': 200802011108, 'Opening Price': 3.9512, 'Peak Price': 3.97, 'Lowest Price': 3.95, 'Close Price': 3.97, 'Volume': 700}
{'Stock Ticker': 'AMZN', 'Date': 200802011109, 'Opening Price': 74.51, 'Peak Price': 74.57, 'Lowest Price': 74.15, 'Close Price': 74.33, 'Volume': 62027}
{'Stock Ticker': 'AAPL', 'Date': 200802011112, 'Opening Price': 133.1899, 'Peak Price': 133.39, 'Lowest Price': 133.17, 'Close Price': 133.2, 'Volume': 100335}

{'Stock Ticker': 'LOCM', 'Date': 200802011107, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.95, 'Close Price': 3.95, 'Volume': 1400}
{'Stock Ticker': 'AMZN', 'Date': 200802011108, 'Opening Price': 74.36, 'Peak Price': 74.59, 'Lowest Price': 74.34, 'Close Price': 74.49, 'Volume': 30325}
{'Stock Ticker': 'AAPL', 'Date': 200802011112, 'Opening Price': 133.1899, 'Peak Price': 133.39, 'Lowest Price': 133.17, 'Close Price': 133.2, 'Volume': 100335}

{'Stock Ticker': 'LOCM', 'Date': 200802011107, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.95, 'Close Price': 3.95, 'Volume': 1400}
{'Stock Ticker': 'AMZN', 'Date': 200802011110, 'Opening Price': 74.32, 'Peak Price': 74.45, 'Lowest Price': 74.14, 'Close Price': 74.39, 'Volume': 53967}
{'Stock Ticker': 'AAPL', 'Date': 200802011112, 'Opening Price': 133.1899, 'Peak Price': 133.39, 'Lowest Price': 133.17, 'Close Price': 133.2, 'Volume': 100335}

{'Stock Ticker': 'LOCM', 'Date': 200802011108, 'Opening Price': 3.9512, 'Peak Price': 3.97, 'Lowest Price': 3.95, 'Close Price': 3.97, 'Volume': 700}
{'Stock Ticker': 'AMZN', 'Date': 200802011110, 'Opening Price': 74.32, 'Peak Price': 74.45, 'Lowest Price': 74.14, 'Close Price': 74.39, 'Volume': 53967}
{'Stock Ticker': 'AAPL', 'Date': 200802011112, 'Opening Price': 133.1899, 'Peak Price': 133.39, 'Lowest Price': 133.17, 'Close Price': 133.2, 'Volume': 100335}

{'Stock Ticker': 'LOCM', 'Date': 200802011108, 'Opening Price': 3.9512, 'Peak Price': 3.97, 'Lowest Price': 3.95, 'Close Price': 3.97, 'Volume': 700}
{'Stock Ticker': 'AMZN', 'Date': 200802011112, 'Opening Price': 74.45, 'Peak Price': 74.67, 'Lowest Price': 74.45, 'Close Price': 74.64, 'Volume': 35960}
{'Stock Ticker': 'AAPL', 'Date': 200802011113, 'Opening Price': 133.18, 'Peak Price': 133.31, 'Lowest Price': 133.11, 'Close Price': 133.27, 'Volume': 122384}

{'Stock Ticker': 'LOCM', 'Date': 200802011111, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.95, 'Close Price': 3.95, 'Volume': 1000}
{'Stock Ticker': 'AMZN', 'Date': 200802011112, 'Opening Price': 74.45, 'Peak Price': 74.67, 'Lowest Price': 74.45, 'Close Price': 74.64, 'Volume': 35960}
{'Stock Ticker': 'AAPL', 'Date': 200802011113, 'Opening Price': 133.18, 'Peak Price': 133.31, 'Lowest Price': 133.11, 'Close Price': 133.27, 'Volume': 122384}

{'Stock Ticker': 'LOCM', 'Date': 200802011108, 'Opening Price': 3.9512, 'Peak Price': 3.97, 'Lowest Price': 3.95, 'Close Price': 3.97, 'Volume': 700}
{'Stock Ticker': 'AMZN', 'Date': 200802011110, 'Opening Price': 74.32, 'Peak Price': 74.45, 'Lowest Price': 74.14, 'Close Price': 74.39, 'Volume': 53967}
{'Stock Ticker': 'AAPL', 'Date': 200802011113, 'Opening Price': 133.18, 'Peak Price': 133.31, 'Lowest Price': 133.11, 'Close Price': 133.27, 'Volume': 122384}

{'Stock Ticker': 'LOCM', 'Date': 200802011108, 'Opening Price': 3.9512, 'Peak Price': 3.97, 'Lowest Price': 3.95, 'Close Price': 3.97, 'Volume': 700}
{'Stock Ticker': 'AMZN', 'Date': 200802011109, 'Opening Price': 74.51, 'Peak Price': 74.57, 'Lowest Price': 74.15, 'Close Price': 74.33, 'Volume': 62027}
{'Stock Ticker': 'AAPL', 'Date': 200802011113, 'Opening Price': 133.18, 'Peak Price': 133.31, 'Lowest Price': 133.11, 'Close Price': 133.27, 'Volume': 122384}

{'Stock Ticker': 'LOCM', 'Date': 200802011108, 'Opening Price': 3.9512, 'Peak Price': 3.97, 'Lowest Price': 3.95, 'Close Price': 3.97, 'Volume': 700}
{'Stock Ticker': 'AMZN', 'Date': 200802011111, 'Opening Price': 74.39, 'Peak Price': 74.45, 'Lowest Price': 74.37, 'Close Price': 74.44, 'Volume': 19670}
{'Stock Ticker': 'AAPL', 'Date': 200802011113, 'Opening Price': 133.18, 'Peak Price': 133.31, 'Lowest Price': 133.11, 'Close Price': 133.27, 'Volume': 122384}

{'Stock Ticker': 'LOCM', 'Date': 200802011111, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.95, 'Close Price': 3.95, 'Volume': 1000}
{'Stock Ticker': 'AMZN', 'Date': 200802011113, 'Opening Price': 74.66, 'Peak Price': 74.66, 'Lowest Price': 74.47, 'Close Price': 74.56, 'Volume': 25909}
{'Stock Ticker': 'AAPL', 'Date': 200802011114, 'Opening Price': 133.29, 'Peak Price': 133.36, 'Lowest Price': 133.17, 'Close Price': 133.26, 'Volume': 101421}

{'Stock Ticker': 'LOCM', 'Date': 200802011111, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.95, 'Close Price': 3.95, 'Volume': 1000}
{'Stock Ticker': 'AMZN', 'Date': 200802011112, 'Opening Price': 74.45, 'Peak Price': 74.67, 'Lowest Price': 74.45, 'Close Price': 74.64, 'Volume': 35960}
{'Stock Ticker': 'AAPL', 'Date': 200802011114, 'Opening Price': 133.29, 'Peak Price': 133.36, 'Lowest Price': 133.17, 'Close Price': 133.26, 'Volume': 101421}

{'Stock Ticker': 'LOCM', 'Date': 200802011111, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.95, 'Close Price': 3.95, 'Volume': 1000}
{'Stock Ticker': 'AMZN', 'Date': 200802011114, 'Opening Price': 74.55, 'Peak Price': 74.81, 'Lowest Price': 74.55, 'Close Price': 74.66, 'Volume': 38903}
{'Stock Ticker': 'AAPL', 'Date': 200802011115, 'Opening Price': 133.26, 'Peak Price': 133.47, 'Lowest Price': 133.23, 'Close Price': 133.42, 'Volume': 107340}

{'Stock Ticker': 'LOCM', 'Date': 200802011113, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.97, 'Close Price': 3.97, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011114, 'Opening Price': 74.55, 'Peak Price': 74.81, 'Lowest Price': 74.55, 'Close Price': 74.66, 'Volume': 38903}
{'Stock Ticker': 'AAPL', 'Date': 200802011115, 'Opening Price': 133.26, 'Peak Price': 133.47, 'Lowest Price': 133.23, 'Close Price': 133.42, 'Volume': 107340}

{'Stock Ticker': 'LOCM', 'Date': 200802011111, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.95, 'Close Price': 3.95, 'Volume': 1000}
{'Stock Ticker': 'AMZN', 'Date': 200802011112, 'Opening Price': 74.45, 'Peak Price': 74.67, 'Lowest Price': 74.45, 'Close Price': 74.64, 'Volume': 35960}
{'Stock Ticker': 'AAPL', 'Date': 200802011115, 'Opening Price': 133.26, 'Peak Price': 133.47, 'Lowest Price': 133.23, 'Close Price': 133.42, 'Volume': 107340}

{'Stock Ticker': 'LOCM', 'Date': 200802011111, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.95, 'Close Price': 3.95, 'Volume': 1000}
{'Stock Ticker': 'AMZN', 'Date': 200802011113, 'Opening Price': 74.66, 'Peak Price': 74.66, 'Lowest Price': 74.47, 'Close Price': 74.56, 'Volume': 25909}
{'Stock Ticker': 'AAPL', 'Date': 200802011115, 'Opening Price': 133.26, 'Peak Price': 133.47, 'Lowest Price': 133.23, 'Close Price': 133.42, 'Volume': 107340}

{'Stock Ticker': 'LOCM', 'Date': 200802011113, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.97, 'Close Price': 3.97, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011115, 'Opening Price': 74.65, 'Peak Price': 74.75, 'Lowest Price': 74.63, 'Close Price': 74.74, 'Volume': 20665}
{'Stock Ticker': 'AAPL', 'Date': 200802011116, 'Opening Price': 133.43, 'Peak Price': 133.46, 'Lowest Price': 133.2, 'Close Price': 133.31, 'Volume': 115948}

{'Stock Ticker': 'LOCM', 'Date': 200802011111, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.95, 'Close Price': 3.95, 'Volume': 1000}
{'Stock Ticker': 'AMZN', 'Date': 200802011115, 'Opening Price': 74.65, 'Peak Price': 74.75, 'Lowest Price': 74.63, 'Close Price': 74.74, 'Volume': 20665}
{'Stock Ticker': 'AAPL', 'Date': 200802011116, 'Opening Price': 133.43, 'Peak Price': 133.46, 'Lowest Price': 133.2, 'Close Price': 133.31, 'Volume': 115948}

{'Stock Ticker': 'LOCM', 'Date': 200802011111, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.95, 'Close Price': 3.95, 'Volume': 1000}
{'Stock Ticker': 'AMZN', 'Date': 200802011113, 'Opening Price': 74.66, 'Peak Price': 74.66, 'Lowest Price': 74.47, 'Close Price': 74.56, 'Volume': 25909}
{'Stock Ticker': 'AAPL', 'Date': 200802011116, 'Opening Price': 133.43, 'Peak Price': 133.46, 'Lowest Price': 133.2, 'Close Price': 133.31, 'Volume': 115948}

{'Stock Ticker': 'LOCM', 'Date': 200802011111, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.95, 'Close Price': 3.95, 'Volume': 1000}
{'Stock Ticker': 'AMZN', 'Date': 200802011112, 'Opening Price': 74.45, 'Peak Price': 74.67, 'Lowest Price': 74.45, 'Close Price': 74.64, 'Volume': 35960}
{'Stock Ticker': 'AAPL', 'Date': 200802011116, 'Opening Price': 133.43, 'Peak Price': 133.46, 'Lowest Price': 133.2, 'Close Price': 133.31, 'Volume': 115948}

{'Stock Ticker': 'LOCM', 'Date': 200802011113, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.97, 'Close Price': 3.97, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011114, 'Opening Price': 74.55, 'Peak Price': 74.81, 'Lowest Price': 74.55, 'Close Price': 74.66, 'Volume': 38903}
{'Stock Ticker': 'AAPL', 'Date': 200802011116, 'Opening Price': 133.43, 'Peak Price': 133.46, 'Lowest Price': 133.2, 'Close Price': 133.31, 'Volume': 115948}

{'Stock Ticker': 'LOCM', 'Date': 200802011111, 'Opening Price': 3.96, 'Peak Price': 3.96, 'Lowest Price': 3.95, 'Close Price': 3.95, 'Volume': 1000}
{'Stock Ticker': 'AMZN', 'Date': 200802011114, 'Opening Price': 74.55, 'Peak Price': 74.81, 'Lowest Price': 74.55, 'Close Price': 74.66, 'Volume': 38903}
{'Stock Ticker': 'AAPL', 'Date': 200802011116, 'Opening Price': 133.43, 'Peak Price': 133.46, 'Lowest Price': 133.2, 'Close Price': 133.31, 'Volume': 115948}

{'Stock Ticker': 'LOCM', 'Date': 200802011113, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.97, 'Close Price': 3.97, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011116, 'Opening Price': 74.75, 'Peak Price': 74.94, 'Lowest Price': 74.71, 'Close Price': 74.79, 'Volume': 42487}
{'Stock Ticker': 'AAPL', 'Date': 200802011117, 'Opening Price': 133.31, 'Peak Price': 133.35, 'Lowest Price': 133.18, 'Close Price': 133.2899, 'Volume': 84552}

{'Stock Ticker': 'LOCM', 'Date': 200802011113, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.97, 'Close Price': 3.97, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011114, 'Opening Price': 74.55, 'Peak Price': 74.81, 'Lowest Price': 74.55, 'Close Price': 74.66, 'Volume': 38903}
{'Stock Ticker': 'AAPL', 'Date': 200802011117, 'Opening Price': 133.31, 'Peak Price': 133.35, 'Lowest Price': 133.18, 'Close Price': 133.2899, 'Volume': 84552}

{'Stock Ticker': 'LOCM', 'Date': 200802011113, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.97, 'Close Price': 3.97, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011115, 'Opening Price': 74.65, 'Peak Price': 74.75, 'Lowest Price': 74.63, 'Close Price': 74.74, 'Volume': 20665}
{'Stock Ticker': 'AAPL', 'Date': 200802011117, 'Opening Price': 133.31, 'Peak Price': 133.35, 'Lowest Price': 133.18, 'Close Price': 133.2899, 'Volume': 84552}

{'Stock Ticker': 'LOCM', 'Date': 200802011113, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.97, 'Close Price': 3.97, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011117, 'Opening Price': 74.79, 'Peak Price': 74.9, 'Lowest Price': 74.67, 'Close Price': 74.74, 'Volume': 44892}
{'Stock Ticker': 'AAPL', 'Date': 200802011118, 'Opening Price': 133.29, 'Peak Price': 133.4, 'Lowest Price': 133.24, 'Close Price': 133.35, 'Volume': 65201}

{'Stock Ticker': 'LOCM', 'Date': 200802011113, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.97, 'Close Price': 3.97, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011115, 'Opening Price': 74.65, 'Peak Price': 74.75, 'Lowest Price': 74.63, 'Close Price': 74.74, 'Volume': 20665}
{'Stock Ticker': 'AAPL', 'Date': 200802011118, 'Opening Price': 133.29, 'Peak Price': 133.4, 'Lowest Price': 133.24, 'Close Price': 133.35, 'Volume': 65201}

{'Stock Ticker': 'LOCM', 'Date': 200802011113, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.97, 'Close Price': 3.97, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011114, 'Opening Price': 74.55, 'Peak Price': 74.81, 'Lowest Price': 74.55, 'Close Price': 74.66, 'Volume': 38903}
{'Stock Ticker': 'AAPL', 'Date': 200802011118, 'Opening Price': 133.29, 'Peak Price': 133.4, 'Lowest Price': 133.24, 'Close Price': 133.35, 'Volume': 65201}

{'Stock Ticker': 'LOCM', 'Date': 200802011113, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.97, 'Close Price': 3.97, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011116, 'Opening Price': 74.75, 'Peak Price': 74.94, 'Lowest Price': 74.71, 'Close Price': 74.79, 'Volume': 42487}
{'Stock Ticker': 'AAPL', 'Date': 200802011118, 'Opening Price': 133.29, 'Peak Price': 133.4, 'Lowest Price': 133.24, 'Close Price': 133.35, 'Volume': 65201}

{'Stock Ticker': 'LOCM', 'Date': 200802011117, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.96, 'Close Price': 3.96, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011118, 'Opening Price': 74.74, 'Peak Price': 74.99, 'Lowest Price': 74.73, 'Close Price': 74.99, 'Volume': 29473}
{'Stock Ticker': 'AAPL', 'Date': 200802011119, 'Opening Price': 133.34, 'Peak Price': 133.35, 'Lowest Price': 133.1, 'Close Price': 133.18, 'Volume': 84865}

{'Stock Ticker': 'LOCM', 'Date': 200802011117, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.96, 'Close Price': 3.96, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011119, 'Opening Price': 74.99, 'Peak Price': 75, 'Lowest Price': 74.6612, 'Close Price': 74.73, 'Volume': 59891}
{'Stock Ticker': 'AAPL', 'Date': 200802011120, 'Opening Price': 133.15, 'Peak Price': 133.3, 'Lowest Price': 133.13, 'Close Price': 133.14, 'Volume': 88527}

{'Stock Ticker': 'LOCM', 'Date': 200802011117, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.96, 'Close Price': 3.96, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011118, 'Opening Price': 74.74, 'Peak Price': 74.99, 'Lowest Price': 74.73, 'Close Price': 74.99, 'Volume': 29473}
{'Stock Ticker': 'AAPL', 'Date': 200802011120, 'Opening Price': 133.15, 'Peak Price': 133.3, 'Lowest Price': 133.13, 'Close Price': 133.14, 'Volume': 88527}

{'Stock Ticker': 'LOCM', 'Date': 200802011117, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.96, 'Close Price': 3.96, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011120, 'Opening Price': 74.73, 'Peak Price': 74.73, 'Lowest Price': 74.42, 'Close Price': 74.43, 'Volume': 27108}
{'Stock Ticker': 'AAPL', 'Date': 200802011121, 'Opening Price': 133.17, 'Peak Price': 133.3051, 'Lowest Price': 133.1, 'Close Price': 133.26, 'Volume': 58924}

{'Stock Ticker': 'LOCM', 'Date': 200802011117, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.96, 'Close Price': 3.96, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011118, 'Opening Price': 74.74, 'Peak Price': 74.99, 'Lowest Price': 74.73, 'Close Price': 74.99, 'Volume': 29473}
{'Stock Ticker': 'AAPL', 'Date': 200802011121, 'Opening Price': 133.17, 'Peak Price': 133.3051, 'Lowest Price': 133.1, 'Close Price': 133.26, 'Volume': 58924}

{'Stock Ticker': 'LOCM', 'Date': 200802011117, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.96, 'Close Price': 3.96, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011119, 'Opening Price': 74.99, 'Peak Price': 75, 'Lowest Price': 74.6612, 'Close Price': 74.73, 'Volume': 59891}
{'Stock Ticker': 'AAPL', 'Date': 200802011121, 'Opening Price': 133.17, 'Peak Price': 133.3051, 'Lowest Price': 133.1, 'Close Price': 133.26, 'Volume': 58924}

{'Stock Ticker': 'LOCM', 'Date': 200802011117, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.96, 'Close Price': 3.96, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011121, 'Opening Price': 74.45, 'Peak Price': 74.609, 'Lowest Price': 74.35, 'Close Price': 74.48, 'Volume': 39670}
{'Stock Ticker': 'AAPL', 'Date': 200802011122, 'Opening Price': 133.25, 'Peak Price': 133.33, 'Lowest Price': 133.1, 'Close Price': 133.22, 'Volume': 100635}

{'Stock Ticker': 'LOCM', 'Date': 200802011117, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.96, 'Close Price': 3.96, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011119, 'Opening Price': 74.99, 'Peak Price': 75, 'Lowest Price': 74.6612, 'Close Price': 74.73, 'Volume': 59891}
{'Stock Ticker': 'AAPL', 'Date': 200802011122, 'Opening Price': 133.25, 'Peak Price': 133.33, 'Lowest Price': 133.1, 'Close Price': 133.22, 'Volume': 100635}

{'Stock Ticker': 'LOCM', 'Date': 200802011117, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.96, 'Close Price': 3.96, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011118, 'Opening Price': 74.74, 'Peak Price': 74.99, 'Lowest Price': 74.73, 'Close Price': 74.99, 'Volume': 29473}
{'Stock Ticker': 'AAPL', 'Date': 200802011122, 'Opening Price': 133.25, 'Peak Price': 133.33, 'Lowest Price': 133.1, 'Close Price': 133.22, 'Volume': 100635}

{'Stock Ticker': 'LOCM', 'Date': 200802011117, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.96, 'Close Price': 3.96, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011120, 'Opening Price': 74.73, 'Peak Price': 74.73, 'Lowest Price': 74.42, 'Close Price': 74.43, 'Volume': 27108}
{'Stock Ticker': 'AAPL', 'Date': 200802011122, 'Opening Price': 133.25, 'Peak Price': 133.33, 'Lowest Price': 133.1, 'Close Price': 133.22, 'Volume': 100635}

{'Stock Ticker': 'LOCM', 'Date': 200802011122, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.97, 'Close Price': 3.97, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011123, 'Opening Price': 74.52, 'Peak Price': 74.58, 'Lowest Price': 74.31, 'Close Price': 74.41, 'Volume': 20923}
{'Stock Ticker': 'AAPL', 'Date': 200802011124, 'Opening Price': 133.18, 'Peak Price': 133.18, 'Lowest Price': 133.02, 'Close Price': 133.06, 'Volume': 76120}

{'Stock Ticker': 'LOCM', 'Date': 200802011122, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.97, 'Close Price': 3.97, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011124, 'Opening Price': 74.39, 'Peak Price': 74.5225, 'Lowest Price': 74.31, 'Close Price': 74.51, 'Volume': 42100}
{'Stock Ticker': 'AAPL', 'Date': 200802011125, 'Opening Price': 133.05, 'Peak Price': 133.23, 'Lowest Price': 133, 'Close Price': 133.19, 'Volume': 68731}

{'Stock Ticker': 'LOCM', 'Date': 200802011122, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.97, 'Close Price': 3.97, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011123, 'Opening Price': 74.52, 'Peak Price': 74.58, 'Lowest Price': 74.31, 'Close Price': 74.41, 'Volume': 20923}
{'Stock Ticker': 'AAPL', 'Date': 200802011125, 'Opening Price': 133.05, 'Peak Price': 133.23, 'Lowest Price': 133, 'Close Price': 133.19, 'Volume': 68731}

{'Stock Ticker': 'LOCM', 'Date': 200802011122, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.97, 'Close Price': 3.97, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011125, 'Opening Price': 74.51, 'Peak Price': 74.63, 'Lowest Price': 74.51, 'Close Price': 74.56, 'Volume': 19141}
{'Stock Ticker': 'AAPL', 'Date': 200802011126, 'Opening Price': 133.18, 'Peak Price': 133.31, 'Lowest Price': 133.13, 'Close Price': 133.25, 'Volume': 72554}

{'Stock Ticker': 'LOCM', 'Date': 200802011122, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.97, 'Close Price': 3.97, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011123, 'Opening Price': 74.52, 'Peak Price': 74.58, 'Lowest Price': 74.31, 'Close Price': 74.41, 'Volume': 20923}
{'Stock Ticker': 'AAPL', 'Date': 200802011126, 'Opening Price': 133.18, 'Peak Price': 133.31, 'Lowest Price': 133.13, 'Close Price': 133.25, 'Volume': 72554}

{'Stock Ticker': 'LOCM', 'Date': 200802011122, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.97, 'Close Price': 3.97, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011124, 'Opening Price': 74.39, 'Peak Price': 74.5225, 'Lowest Price': 74.31, 'Close Price': 74.51, 'Volume': 42100}
{'Stock Ticker': 'AAPL', 'Date': 200802011126, 'Opening Price': 133.18, 'Peak Price': 133.31, 'Lowest Price': 133.13, 'Close Price': 133.25, 'Volume': 72554}

{'Stock Ticker': 'LOCM', 'Date': 200802011122, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.97, 'Close Price': 3.97, 'Volume': 100}
